Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Document Type,Publication Stage,Access Type,Source,EID
"Nordström, C., Sirén, C.A., Thorgren, S., Wincent, J.","56581555700;55360688100;20434494700;8662364900;","Passion in hybrid entrepreneurship: the impact of entrepreneurial teams and tenure",2016,"Baltic Journal of Management","11","2",,"167","186",,5,"10.1108/BJM-01-2015-0007","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84962691711&doi=10.1108%2fBJM-01-2015-0007&partnerID=40&md5=82a13b76afc2201b1c01a192857582a6",Article,"Final",,Scopus,2-s2.0-84962691711
"Briel, F.V., Recker, J.","57193138891;14016490200;","The dual nature of information systems in enabling a new wave of hardware ventures: Towards a theory",2016,"Proceedings of the Annual Hawaii International Conference on System Sciences","2016-March",, 7427411,"1820","1829",,1,"10.1109/HICSS.2016.231","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84975490231&doi=10.1109%2fHICSS.2016.231&partnerID=40&md5=3d3d06e8f95cbad62419d7fe851992b5",Conference Paper,"Final",,Scopus,2-s2.0-84975490231
"Zhou, W.","55818210400;","When does shared leadership matter in entrepreneurial teams: the role of personality composition",2016,"International Entrepreneurship and Management Journal","12","1",,"153","169",,9,"10.1007/s11365-014-0334-3","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84956929026&doi=10.1007%2fs11365-014-0334-3&partnerID=40&md5=daa3af445728384b38e62a0231314e2c",Article,"Final",,Scopus,2-s2.0-84956929026
"Pisoni, A., Bielli, S.","36096153500;57190211837;","The role of women in the creation of innovative tech start-ups",2016,"Women's Voices in Management: Identifying Innovative and Responsible Solutions",,,,"177","196",,1,"10.1057/9781137432155","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84978353724&doi=10.1057%2f9781137432155&partnerID=40&md5=bc989c34a23fda3d2499648a83617062",Book Chapter,"Final",,Scopus,2-s2.0-84978353724
"Klotz, A.C., Neubaum, D.O.","36170756500;6602642757;","Research on the Dark Side of Personality Traits in Entrepreneurship: Observations from an Organizational Behavior Perspective",2016,"Entrepreneurship: Theory and Practice","40","1",,"7","17",,31,"10.1111/etap.12214","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84960394424&doi=10.1111%2fetap.12214&partnerID=40&md5=798b65c60ccd32248ec1d3436f6d414f",Article,"Final",,Scopus,2-s2.0-84960394424
"Davidsson, P.","7006888337;","The field of entrepreneurship research: Some significant developments",2016,"Contemporary Entrepreneurship: Multidisciplinary Perspectives on Innovation and Growth",,,,"17","28",,5,"10.1007/978-3-319-28134-6_2","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84978269170&doi=10.1007%2f978-3-319-28134-6_2&partnerID=40&md5=d8f119454abf8ce77bcb351b8b70d6a6",Book Chapter,"Final",,Scopus,2-s2.0-84978269170
"Colombo, M.G., Rossi-Lamastra, C., Matassini, B.","7203013774;57197758938;56682075500;","The organizational design of high-tech entrepreneurial ventures",2016,"Foundations and Trends in Entrepreneurship","11","6",,"427","523",,5,"10.1561/0300000053","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84971290782&doi=10.1561%2f0300000053&partnerID=40&md5=9f04163ab220d104379943ff92197e4e",Article,"Final",Open Access,Scopus,2-s2.0-84971290782
"Bradley, B.H., Anderson, H.J., Baur, J.E., Klotz, A.C.","55571903200;56870762800;56870950700;36170756500;","When conflict helps: Integrating evidence for beneficial conflict in groups and teams under three perspectives",2015,"Group Dynamics","19","4",,"243","272",,19,"10.1037/gdn0000033","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84949723868&doi=10.1037%2fgdn0000033&partnerID=40&md5=aff9295a5d0b47e883b42ffc3580f931",Article,"Final",,Scopus,2-s2.0-84949723868
"Khan, M.S., Breitenecker, R.J., Gustafsson, V., Schwarz, E.J.","55290930900;29367567800;36339694400;7202729158;","Innovative Entrepreneurial Teams: The Give and Take of Trust and Conflict",2015,"Creativity and Innovation Management","24","4",,"558","573",,10,"10.1111/caim.12152","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84954318783&doi=10.1111%2fcaim.12152&partnerID=40&md5=ad2844e794b134313c213358ad3c0ffd",Article,"Final",,Scopus,2-s2.0-84954318783
"Hmieleski, K.M., Carr, J.C., Baron, R.A.","8678743200;13105996200;7202712750;","Integrating Discovery and Creation Perspectives of Entrepreneurial Action: The Relative Roles of Founding CEO Human Capital, Social Capital, and Psychological Capital in Contexts of Risk Versus Uncertainty",2015,"Strategic Entrepreneurship Journal","9","4",,"289","312",,35,"10.1002/sej.1208","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84945281213&doi=10.1002%2fsej.1208&partnerID=40&md5=8cdd0457651fb5b286a2c799c1af6fdf",Article,"Final",,Scopus,2-s2.0-84945281213
"Wehner, M.C., Schwens, C., Kabst, R.","36509185700;26664940700;22234259600;","Individual-level experience and organizational-level absorptive capacity: the special case of international new ventures",2015,"Journal of Business Economics","85","5",,"545","568",,,"10.1007/s11573-014-0745-1","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85026489845&doi=10.1007%2fs11573-014-0745-1&partnerID=40&md5=7a22c686c00384721a3a440aee965a03",Article,"Final",,Scopus,2-s2.0-85026489845
"Åstebro, T., Serrano, C.J.","6603250114;36011306400;","Business Partners: Complementary Assets, Financing, and Invention Commercialization",2015,"Journal of Economics and Management Strategy","24","2",,"228","252",,7,"10.1111/jems.12095","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84928677492&doi=10.1111%2fjems.12095&partnerID=40&md5=db2d3eed099e7d727e228970aa120df3",Article,"Final",,Scopus,2-s2.0-84928677492
"Knapp, M.T., Breitenecker, R.J., Khan, M.S.","56816390000;29367567800;55290930900;","Achievement motivation diversity and entrepreneurial team performance: The mediating role of cohesion",2015,"European Journal of International Management","9","5",,"593","613",,6,"10.1504/EJIM.2015.071535","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84940731754&doi=10.1504%2fEJIM.2015.071535&partnerID=40&md5=db021b84f8ee5e23f66fa866fc67e001",Conference Paper,"Final",,Scopus,2-s2.0-84940731754
"de Mol, E., Khapova, S.N., Elfring, T.","36192602300;8622648000;6506780260;","Entrepreneurial team cognition: A review",2015,"International Journal of Management Reviews","17","2",,"232","255",,28,"10.1111/ijmr.12055","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84927734905&doi=10.1111%2fijmr.12055&partnerID=40&md5=36e26d50d116918ed1a7ce78fa95a1b4",Article,"Final",,Scopus,2-s2.0-84927734905
"Johnson, A.R., van de Schoot, R., Delmar, F., Crano, W.D.","55824654700;35096918400;6508145589;6603814755;","Social Influence Interpretation of Interpersonal Processes and Team Performance Over Time Using Bayesian Model Selection",2015,"Journal of Management","41","2",,"574","606",,8,"10.1177/0149206314539351","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84922021477&doi=10.1177%2f0149206314539351&partnerID=40&md5=8086d0dfcfcada4347c05923cf2a4194",Article,"Final",,Scopus,2-s2.0-84922021477
"Bolumole, Y.A., Calantone, R.J., Di Benedetto, C.A., Melnyk, S.A.","8446502200;35547139400;6701339505;7007031097;","New product development in new ventures: The quest for resources",2015,"International Journal of Production Research","53","8",,"2506","2523",,3,"10.1080/00207543.2014.975858","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84923050621&doi=10.1080%2f00207543.2014.975858&partnerID=40&md5=caeee0aa7deac3d536f46b8cfb968355",Article,"Final",,Scopus,2-s2.0-84923050621
"Breugst, N., Patzelt, H., Rathgeber, P.","33067601000;23028702200;56304766600;","How should we divide the pie? Equity distribution and its impact on entrepreneurial teams",2015,"Journal of Business Venturing","30","1",,"66","94",,23,"10.1016/j.jbusvent.2014.07.006","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84909589896&doi=10.1016%2fj.jbusvent.2014.07.006&partnerID=40&md5=7d18848408cf7d3b99128430b0eb3934",Article,"Final",,Scopus,2-s2.0-84909589896
"Dew, N., Grichnik, D., Mayer-Haug, K., Read, S., Brinckmann, J.","6505796456;23979756700;55645390800;14627800500;35174185600;","Situated entrepreneurial cognition",2015,"International Journal of Management Reviews","17","2",,"143","164",,15,"10.1111/ijmr.12051","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84927757156&doi=10.1111%2fijmr.12051&partnerID=40&md5=8f877574d5eb5363499a599370e414f1",Article,"Final",,Scopus,2-s2.0-84927757156
"Busenitz, L.W., Plummer, L.A., Klotz, A.C., Shahzad, A., Rhoads, K.","6602167345;9744468900;36170756500;56281203200;56281781700;","Entrepreneurship Research (1985-2009) and the Emergence of Opportunities",2014,"Entrepreneurship: Theory and Practice","38","5",,"981","1000",,49,"10.1111/etap.12120","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84908512574&doi=10.1111%2fetap.12120&partnerID=40&md5=9f069a4a3c6618e9217739500baa93c3",Article,"Final",,Scopus,2-s2.0-84908512574
"Kim, P.H., Longest, K.C.","55536518900;17434884500;","You can't leave your work behind: Employment experience and founding collaborations",2014,"Journal of Business Venturing","29","6",,"785","806",,10,"10.1016/j.jbusvent.2013.10.002","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84907691725&doi=10.1016%2fj.jbusvent.2013.10.002&partnerID=40&md5=0c6865e0346e3fc1f6e20029a6583c39",Article,"Final",,Scopus,2-s2.0-84907691725
"Coad, A., Timmermans, B.","22937056800;36700345600;","Two's company: Composition, structure and performance of entrepreneurial pairs",2014,"European Management Review","11","2",,"117","138",,11,"10.1111/emre.12030","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84940291421&doi=10.1111%2femre.12030&partnerID=40&md5=cab490c0cbcd5c5d3662cca91c5bffe4",Article,"Final",,Scopus,2-s2.0-84940291421
