Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,EID
"Cortimiglia M.N., Ghezzi A., Frank A.G.","23093331600;24831905500;54790849500;","Business model innovation and strategy making nexus: Evidence from a cross-industry mixed-methods study",2016,"R and D Management","46","3",,"414","432",,52,"10.1111/radm.12113",2-s2.0-84923076154
"Cusumano M.A., Kahl S.J., Suarez F.F.","7003834648;55099804300;7005171213;","Services, industry evolution, and the competitive strategies of product firms",2015,"Strategic Management Journal","36","4",,"559","575",,112,"10.1002/smj.2235",2-s2.0-84924065934
"Dalenogare L.S., Benitez G.B., Ayala N.F., Frank A.G.","57203842897;57197831648;55599784700;54790849500;","The expected contribution of Industry 4.0 technologies for industrial performance",2018,"International Journal of Production Economics","204",,,"383","394",,35,"10.1016/j.ijpe.2018.08.019",2-s2.0-85053112719
"Díaz-Garrido E., Pinillos M.-J., Soriano-Pinar I., García-Magro C.","24075933600;33368224400;57201418843;57201435792;","Changes in the intellectual basis of servitization research: A dynamic analysis",2018,"Journal of Engineering and Technology Management - JET-M","48",,,"1","14",,3,"10.1016/j.jengtecman.2018.01.005",2-s2.0-85044722437
"Dosi G.","6603808130;","Technological paradigms and technological trajectories. A suggested interpretation of the determinants and directions of technical change",1982,"Research Policy","11","3",,"147","162",,3286,"10.1016/0048-7333(82)90016-6",2-s2.0-0012651592
"Enkel E., Gassmann O.","8373660100;6602442967;","Creative imitation: Exploring the case of cross-industry innovation",2010,"R and D Management","40","3",,"256","270",,164,"10.1111/j.1467-9310.2010.00591.x",2-s2.0-77953756406
"Fliess S., Lexutt E.","6507780858;57197868699;","How to be successful with servitization – Guidelines for research and management",2019,"Industrial Marketing Management","78",,,"58","75",,9,"10.1016/j.indmarman.2017.11.012",2-s2.0-85035746045
"Forkmann S., Ramos C., Henneberg S.C., Naudé P.","55313673400;36459247400;12785723100;6603850190;","Understanding the service infusion process as a business model reconfiguration",2017,"Industrial Marketing Management","60",,,"151","166",,23,"10.1016/j.indmarman.2016.05.001",2-s2.0-85006410247
"Foss N.J., Saebi T.","7005282199;23486657600;","Fifteen Years of Research on Business Model Innovation: How Far Have We Come, and Where Should We Go?",2016,"Journal of Management","43","1",,"200","227",,168,"10.1177/0149206316675927",2-s2.0-85004045215
"Frank A.G., Dalenogare L.S., Ayala N.F.","54790849500;57203842897;55599784700;","Industry 4.0 technologies: Implementation patterns in manufacturing companies",2019,"International Journal of Production Economics","210",,,"15","26",,16,"10.1016/j.ijpe.2019.01.004",2-s2.0-85060082633
"Gebauer H., Haldimann M., Saul C.J.","7004219132;57192871361;56049973600;","Competing in business-to-business sectors through pay-per-use services",2017,"Journal of Service Management","28","5",,"914","935",,6,"10.1108/JOSM-07-2016-0202",2-s2.0-85049163876
"Gersch M., Goeke C.","","Industry transformation: Conceptual considerations from an evolutionary perspective",2007,"Journal of Business Market Management","1","2",,"151","181",,9,,2-s2.0-84879613491
"Gremyr I., Witell L., Löfberg N., Edvardsson B., Fundin A.","6507800977;15838235100;35738967300;6701457475;8604716300;","Understanding new service development and service innovation through innovation modes",2014,"Journal of Business and Industrial Marketing","29","2",,"123","131",,22,"10.1108/JBIM-04-2012-0074",2-s2.0-84894335386
"Grubic T.","35174505400;","Servitization and remote monitoring technology: A literature review and research agenda",2014,"Journal of Manufacturing Technology Management","25","1", 17103630,"100","124",,47,"10.1108/JMTM-05-2012-0056",2-s2.0-84892383819
"Ivanov D., Dolgui A., Sokolov B., Werner F., Ivanova M.","56350235000;57201190890;7101767324;7102647088;56506499900;","A dynamic model and an algorithm for short-term supply chain scheduling in the smart factory industry 4.0",2016,"International Journal of Production Research","54","2",,"386","402",,131,"10.1080/00207543.2014.999958",2-s2.0-84955677643
"Jiang P., Ding K., Leng J.","7201470064;55799559000;57040567800;","Towards a cyber-physical-social-connected and service-oriented manufacturing paradigm: Social Manufacturing",2016,"Manufacturing Letters","7",,,"15","21",,77,"10.1016/j.mfglet.2015.12.002",2-s2.0-84953407073
"Kamp B., Parry G.","56933503300;56204862100;","Servitization and advanced business services as levers for competitiveness",2017,"Industrial Marketing Management","60",,,"11","16",,20,"10.1016/j.indmarman.2016.12.008",2-s2.0-85009784076
"Kamp B., Ochoa A., Diaz J.","56933503300;57190438288;57190445080;","Smart servitization within the context of industrial user–supplier relationships: contingencies according to a machine tool manufacturer",2017,"International Journal on Interactive Design and Manufacturing","11","3",,"651","663",,11,"10.1007/s12008-016-0345-0",2-s2.0-84980030824
"Visnjic Kastalli I., Van Looy B.","57191681099;55970066300;","Servitization: Disentangling the impact of service business model innovation on manufacturing firm performance",2013,"Journal of Operations Management","31","4",,"169","180",,237,"10.1016/j.jom.2013.02.001",2-s2.0-84875692388
"Kindström D., Kowalkowski C.","24334956300;24335289500;","Development of industrial service offerings: A process framework",2009,"Journal of Service Management","20","2",,"156","172",,163,"10.1108/09564230910952753",2-s2.0-75149148583
"Kowalkowski C., Gebauer H., Oliva R.","24335289500;7004219132;7102411613;","Service growth in product firms: Past, present, and future",2017,"Industrial Marketing Management","60",,,"82","88",,74,"10.1016/j.indmarman.2016.10.015",2-s2.0-85011975968
"Krueger M.W., Chew E.K., Ouetani Z.M., Gitzel R.","56490140100;23972353000;57156508900;55969727800;","Integrative Service Innovation: An Industrial Use Case",2015,"Proceedings - 17th IEEE Conference on Business Informatics, CBI 2015","1",, 7264735,"217","223",,4,"10.1109/CBI.2015.31",2-s2.0-84959889704
"Lasi H., Fettke P., Kemper H.-G., Feld T., Hoffmann M.","23974364400;55888276100;23974511700;56584313300;56893112300;","Industry 4.0",2014,"Business and Information Systems Engineering","6","4",,"239","242",,575,"10.1007/s12599-014-0334-4",2-s2.0-84926457128
"Lee S., Yoo S., Kim D.","57203597426;23973968800;57198636850;","When is servitization a profitable competitive strategy?",2016,"International Journal of Production Economics","173",,,"43","53",,23,"10.1016/j.ijpe.2015.12.003",2-s2.0-84959299946
"Lerch C., Gotsch M.","56395271000;55102264600;","Digitalized product-service systems in manufacturing firms : A case study analysis",2015,"Research Technology Management","58","5",,"45","52",,75,"10.5437/08956308X5805357",2-s2.0-84941588128
"Liao Y., Deschamps F., Loures E.F.R., Ramos L.F.P.","27171594800;25823069000;6603092724;57194080379;","Past, present and future of Industry 4.0 - a systematic literature review and research agenda proposal",2017,"International Journal of Production Research","55","12",,"3609","3629",,185,"10.1080/00207543.2017.1308576",2-s2.0-85018651607
"Martinez V., Neely A., Velu C., Leinster-Evans S., Bisessar D.","57190660272;7005262436;13404451100;6507542686;57193202575;","Exploring the journey to services",2017,"International Journal of Production Economics","192",,,"66","80",,26,"10.1016/j.ijpe.2016.12.030",2-s2.0-85011591095
"Müller J.M., Buliga O., Voigt K.-I.","57189892595;57195236682;16403637200;","Fortune favors the prepared: How SMEs approach business model innovations in Industry 4.0",2018,"Technological Forecasting and Social Change","132",,,"2","17",,54,"10.1016/j.techfore.2017.12.019",2-s2.0-85039967769
"Oesterreich T.D., Teuteberg F.","57191667415;9038835200;","Understanding the implications of digitisation and automation in the context of Industry 4.0: A triangulation approach and elements of a research agenda for the construction industry",2016,"Computers in Industry","83",,,"121","139",,119,"10.1016/j.compind.2016.09.006",2-s2.0-84992398667
"Oliveira M.G., Mendes G.H.S., Albuquerque A.A., Rozenfeld H.","35208928900;56785594200;57201547706;6602073036;","Lessons learned from a successful industrial product service system business model: emphasis on financial aspects",2018,"Journal of Business and Industrial Marketing","33","3",,"365","376",,2,"10.1108/JBIM-07-2016-0147",2-s2.0-85045239122
"Opresnik D., Taisch M.","55433935700;6508272039;","The value of big data in servitization",2015,"International Journal of Production Economics","165",, 5966,"174","184",,143,"10.1016/j.ijpe.2014.12.036",2-s2.0-84929502898
"Park Y., Geum Y., Lee H.","55547105195;25654780100;16402082300;","Toward integration of products and services: Taxonomy and typology",2012,"Journal of Engineering and Technology Management - JET-M","29","4",,"528","545",,53,"10.1016/j.jengtecman.2012.08.002",2-s2.0-84868369492
"Porter M.E., Heppelmann J.E.","7201468200;23394953500;","How smart, connected products are transforming competition",2014,"Harvard Business Review",,"November 2014",,"","",23,566,,2-s2.0-84908338932
"Reischauer G.","56980008400;","Industry 4.0 as policy-driven discourse to institutionalize innovation systems in manufacturing",2018,"Technological Forecasting and Social Change","132",,,"26","33",,20,"10.1016/j.techfore.2018.02.012",2-s2.0-85042649229
"Reynolds E.B., Uygun Y.","57193519165;26638544600;","Strengthening advanced manufacturing innovation ecosystems: The case of Massachusetts",2018,"Technological Forecasting and Social Change","136",,,"178","191",,5,"10.1016/j.techfore.2017.06.003",2-s2.0-85044174788
"Rong K., Hu G., Lin Y., Shi Y., Guo L.","35318749700;8974292100;36548830900;55495650700;56149922100;","Understanding business ecosystem using a 6C framework in Internet-of-Things-based sectors",2015,"International Journal of Production Economics","159",,,"41","55",,56,"10.1016/j.ijpe.2014.09.003",2-s2.0-84915746243
"Rymaszewska A., Helo P., Gunasekaran A.","54394315600;6506880314;56238759300;","IoT powered servitization of manufacturing – an exploratory case study",2017,"International Journal of Production Economics","192",,,"92","105",,53,"10.1016/j.ijpe.2017.02.016",2-s2.0-85015303829
"Saldivar A.A.F., Li Y., Chen W.-N., Zhan Z.-H., Zhang J., Chen L.Y.","57188870519;57204662766;15073864100;30268086700;57206853139;57188872621;","Industry 4.0 with cyber-physical integration: A design and manufacture perspective",2015,"2015 21st International Conference on Automation and Computing: Automation, Computing and Manufacturing for New Economic Growth, ICAC 2015",,, 7313954,"","",,30,"10.1109/IConAC.2015.7313954",2-s2.0-84964007968
"Salonen A., Saglam O., Hacklin F.","36836842400;57195382062;8845110300;","Servitization as reinforcement, not transformation",2017,"Journal of Service Management","28","4",,"662","686",,4,"10.1108/JOSM-05-2016-0121",2-s2.0-85027542369
"Scuotto V., Santoro G., Bresciani S., Del Giudice M.","55960201200;57188548742;57202348256;54412034700;","Shifting intra- and inter-organizational innovation processes towards digital business: An empirical analysis of SMEs",2017,"Creativity and Innovation Management","26","3",,"247","255",,45,"10.1111/caim.12221",2-s2.0-85027500737
"Scuotto V., Caputo F., Villasalero M., Del Giudice M.","55960201200;57189995566;36663157100;54412034700;","A multiple buyer–supplier relationship in the context of SMEs’ digital supply chain management*",2017,"Production Planning and Control","28","16",,"1378","1388",,9,"10.1080/09537287.2017.1375149",2-s2.0-85030979312
"Scuotto V., Del Giudice M., Peruta M.R.D., Tarba S.","55960201200;54412034700;56230231500;6503974503;","The performance implications of leveraging internal innovation through social media networks: An empirical verification of the smart fashion industry",2017,"Technological Forecasting and Social Change","120",,,"184","194",,30,"10.1016/j.techfore.2017.03.021",2-s2.0-85016455545
"Sousa R., da Silveira G.J.C.","7102960038;6701327925;","Capability antecedents and performance outcomes of servitization: Differences between basic and advanced services",2017,"International Journal of Operations and Production Management","37","4",,"444","467",,19,"10.1108/IJOPM-11-2015-0696",2-s2.0-85015418177
"Suarez F.F., Cusumano M.A., Kahl S.J.","7005171213;7003834648;55099804300;","Services and the business models of product firms: An empirical analysis of the software industry",2013,"Management Science","59","2",,"420","435",,126,"10.1287/mnsc.1120.1634",2-s2.0-84874182009
"Sung T.K.","55425116200;","Industry 4.0: A Korea perspective",2018,"Technological Forecasting and Social Change","132",,,"40","45",,32,"10.1016/j.techfore.2017.11.005",2-s2.0-85034585501
"Teece D.J.","6701775408;","Business models, business strategy and innovation",2010,"Long Range Planning","43","2-3",,"172","194",,2062,"10.1016/j.lrp.2009.07.003",2-s2.0-77952581340
"Tongur S., Engwall M.","56060612100;7004227692;","The business model dilemma of technology shifts",2014,"Technovation","34","9",,"525","535",,66,"10.1016/j.technovation.2014.02.006",2-s2.0-84904794384
"Tukker A.","6701524162;","Eight types of product-service system: Eight ways to sustainability? Experiences from suspronet",2004,"Business Strategy and the Environment","13","4",,"246","260",,911,"10.1002/bse.414",2-s2.0-3242875379
"Tukker A.","6701524162;","Product services for a resource-efficient and circular economy - A review",2015,"Journal of Cleaner Production","97",,,"76","91",,431,"10.1016/j.jclepro.2013.11.049",2-s2.0-84928770369
"Ulaga W., Reinartz W.J.","6602299100;6602305567;","Hybrid offerings: How manufacturing firms combine goods and services successfully",2011,"Journal of Marketing","75","6",,"5","23",,359,"10.1509/jm.09.0395",2-s2.0-81855205182
"Vendrell-Herrero F., Bustinza O.F., Parry G., Georgantzis N.","36551553800;35791444600;56204862100;6506118760;","Servitization, digitization and supply chain interdependency",2017,"Industrial Marketing Management","60",,,"69","81",,83,"10.1016/j.indmarman.2016.06.013",2-s2.0-84978389599
"Visnjic I., Wiengarten F., Neely A.","57191681099;36160776700;7005262436;","Only the Brave: Product Innovation, Service Business Model Innovation, and Their Impact on Performance",2016,"Journal of Product Innovation Management","33","1",,"36","52",,86,"10.1111/jpim.12254",2-s2.0-84975746743
"Visnjic I., Ringov D., Arts S.","57199689401;23568472700;55320703900;","Which Service? How Industry Conditions Shape Firms’ Service-Type Choices",2019,"Journal of Product Innovation Management","36","3",,"381","407",,2,"10.1111/jpim.12483",2-s2.0-85060086658
"Fosso Wamba S., Akter S., Edwards A., Chopin G., Gnanzou D.","14833520200;36058277700;57204885174;57210044015;56512149600;","How 'big data' can make big impact: Findings from a systematic review and a longitudinal case study",2015,"International Journal of Production Economics","165",, 5961,"234","246",,400,"10.1016/j.ijpe.2014.12.031",2-s2.0-84929509763
"Wei Z., Song X., Wang D.","25640325700;57194799162;57001535800;","Manufacturing flexibility, business model design, and firm performance",2017,"International Journal of Production Economics","193",,,"87","97",,13,"10.1016/j.ijpe.2017.07.004",2-s2.0-85022347528
"Weller C., Kleer R., Piller F.T.","56596313700;26635540700;7004221791;","Economic implications of 3D printing: Market structure models in light of additive manufacturing revisited",2015,"International Journal of Production Economics","164",,,"43","56",,185,"10.1016/j.ijpe.2015.02.020",2-s2.0-84927949917
"Wen X., Zhou X.","56870713800;12243554300;","Servitization of manufacturing industries based on cloud-based business model and the down-to-earth implementary path",2016,"International Journal of Advanced Manufacturing Technology","87","5-8",,"1491","1508",,5,"10.1007/s00170-014-6348-8",2-s2.0-84992602732
"Williams A.","25030484300;","Product service systems in the automobile industry: contribution to system innovation?",2007,"Journal of Cleaner Production","15","11-12",,"1093","1103",,141,"10.1016/j.jclepro.2006.05.034",2-s2.0-33847759109
"Yin Y., Stecke K.E., Li D.","","The evolution of production systems from Industry 2.0 through Industry 4.0",2017,"Int. J. Prod. Res.","7543",,,"1","14",,4,,2-s2.0-85052875759
"Zancul E.D.S., Takey S.M., Barquet A.P.B., Kuwabara L.H., Cauchick Miguel P.A., Rozenfeld H.","57208740159;56560147600;50161056900;57188553197;8392535100;6602073036;","Business process support for IoT based product-service systems (PSS)",2016,"Business Process Management Journal","22","2",,"305","323",,26,"10.1108/BPMJ-05-2015-0078",2-s2.0-84961616072
"Zhu H., Gao J., Li D., Tang D.","56426662200;7404476178;49361724300;7401986837;","A Web-based product service system for aerospace maintenance, repair and overhaul services",2012,"Computers in Industry","63","4",,"338","348",,57,"10.1016/j.compind.2012.02.016",2-s2.0-84860730771
