Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,EID
"Brynjolfsson E., Hitt L.","6603955274;6603842791;","Information technology as a factor of production: The role of differences among firms",1995,"Economics of Innovation and New Technology","3","3-4",,"183","200",,224,"10.1080/10438599500000002",2-s2.0-84953016562
"Brynjolfsson E., Hitt L.","6603955274;6603842791;","Paradox lost? Firm-level evidence on the returns to information systems spending",1996,"Management Science","42","4",,"541","558",,1106,"10.1287/mnsc.42.4.541",2-s2.0-0346788758
"Brynjolfsson E., Hitt L.M.","6603955274;6603842791;","Beyond computation: Information technology, organizational transformation and business performance",2000,"Journal of Economic Perspectives","14","4",,"23","48",,1198,"10.1257/jep.14.4.23",2-s2.0-0002295267
"Brynjolfsson E., Hitt L.M.","6603955274;6603842791;","Computing productivity: Firm-level evidence",2003,"Review of Economics and Statistics","85","4",,"793","808",,507,"10.1162/003465303772815736",2-s2.0-0242678541
"Brynjolfsson E., McAfee A.","","The big data boom is the innovation story of our time",2011,"The Atlantic",,,,"","",,11,,2-s2.0-84864028683
"Brynjolfsson E., Milgrom P.","","Complementarity in organizations",2013,"The Handbook of Organizational Economics",,,,"11","55",,12,,2-s2.0-84902295434
"Brynjolfsson E., Hitt L.M., Kim H.H.","","Strength in numbers: How does data-driven decision making affect firm performance?",2011,"Strength in Numbers: How Does Data-Driven Decisionmaking Affect Firm Performance?",,,,"","",,146,,2-s2.0-84872304521
"Card D.","","The impact of the Mariel boatlift on the Miami labor market",1990,"Industrial and Labor Relations Review","43","2",,"245","257",,564,,2-s2.0-84935656104
"Cassiman B., Veugelers R.","6506584985;55892927800;","In search of complementarity in innovation strategy: Internal R & D and external knowledge acquisition",2006,"Management Science","52","1",,"68","82",,1145,"10.1287/mnsc.1050.0470",2-s2.0-33644541420
"Chang Y.B., Gurbaxani V.","36971189800;6602803885;","The impact of IT-related spillovers on long-run productivity: An empirical analysis",2012,"Information Systems Research","23","3 PART 2",,"868","886",,32,"10.1287/isre.1110.0381",2-s2.0-84868017888
"Cheng Z., Nault B.R.","16311591800;7005405856;","Industry level supplier-driven IT spillovers",2007,"Management Science","53","8",,"1199","1216",,56,"10.1287/mnsc.1060.0657",2-s2.0-38549169033
"Cheng Z., Nault B.R.","16311591800;7005405856;","Relative industry concentration and customer-driven IT spillovers",2012,"Information Systems Research","23","2",,"340","355",,23,"10.1287/isre.1100.0345",2-s2.0-84862814080
"Desmet K., Rossi-Hansberg E.","6603730571;16069519700;","Spatial growth and industry age",2009,"Journal of Economic Theory","144","6",,"2477","2502",,44,"10.1016/j.jet.2008.11.001",2-s2.0-70450241115
"Dewan S., Kraemer K.L.","7102176354;7101966746;","Information technology and productivity: Evidence from country-level data",2000,"Management Science","46","4",,"548","562",,372,"10.1287/mnsc.46.4.548.12057",2-s2.0-0033745940
"Dewan S., Min C.-K.","7102176354;56692279500;","The substitution of information technology for other factors of production: A firm level analysis",1997,"Management Science","43","12",,"1660","1675",,280,"10.1287/mnsc.43.12.1660",2-s2.0-0031363119
"Dewan S., Ganley D., Kraemer K.L.","7102176354;26432596800;7101966746;","Complementarities in the diffusion of personal computers and the internet: Implications for the global digital divide",2010,"Information Systems Research","21","4",,"925","940",,57,"10.1287/isre.1080.0219",2-s2.0-78650652112
"Dumbill E.","","What is apache hadoop?",2012,"O'Reilly",,,,"","",,1,,2-s2.0-84902272695
"Fichman R.G., Kemerer C.F.","6701846129;7003627921;","The assimilation of software process innovations: An organizational learning perspective",1997,"Management Science","43","10",,"1345","1363",,513,"10.1287/mnsc.43.10.1345",2-s2.0-0031248486
"Forman C.","6603788047;","The corporate digital divide: Determinants of internet adoption",2005,"Management Science","51","4",,"641","654",,117,"10.1287/mnsc.1040.0343",2-s2.0-22544443646
"Forman C., Goldfarb A., Greenstein S.","6603788047;7101785996;7005620197;","The Internet and local wages: A puzzle",2012,"American Economic Review","102","1",,"556","575",,54,"10.1257/aer.102.1.556",2-s2.0-84856841047
"Freeland C.","","In big data, potential for big division",2012,"New York Times",,,,"","",,2,,2-s2.0-84863518962
"Glanz J.","","Is big data an economic big dud?",2013,"New York Times",,,,"","",,3,,2-s2.0-84902248501
"Greenstein S., Nagle F.","7005620197;16514144800;","Digital dark matter and the economic contribution of Apache",2014,"Research Policy","43","4",,"623","631",,16,"10.1016/j.respol.2014.01.003",2-s2.0-84897662269
"Griliches Z.","","The search for R and D spillovers",1992,"Scandinavian Journal of Economics","94","SUPPL.",,"29","47",,1064,,2-s2.0-0002253288
"Groenfeldt T.","","Morgan Stanley takes on big data with Hadoop",2012,"Forbes",,,,"","",,4,,2-s2.0-84902270956
"Harris D.","","Netflix analyzes a lot of data about your viewing habits",2012,"Gigaom",,,,"","",,2,,2-s2.0-84902292254
"Harris D.","","If you're disappointed with big data, you're not paying attention",2013,"GigaOm",,,,"","",,2,,2-s2.0-85061462738
"Henschen D.","","Why Sears is going all-in on Hadoop",2012,"InformationWeek",,,,"","",,3,,2-s2.0-84902247481
"Hitt L.M., Wu D.J., Zhou X.","6603842791;7404297774;56168562200;","Investment in enterprise resource planning: Business impact and productivity measures",2002,"Journal of Management Information Systems","19","1",,"71","98",,479,"10.1080/07421222.2002.11045716",2-s2.0-0036608181
"Huselid M.A.","","The impact of human resource management practices on turnover, productivity, and corporate financial performance",1995,"Academy of Management Journal","38","3",,"635","672",,4050,,2-s2.0-13144250328
"Ichniowski C., Shaw K., Prennushi G.","6602237418;7202206335;6507438965;","The Effects of Human Resource Management Practices on Productivity: A Study of Steel Finishing Lines",1997,"American Economic Review","87","3",,"291","313",,1369,,2-s2.0-0031422563
"Jaffe A.B.","","Technological opportunity and spillovers of R&D: Evidence from firms' patents, profits, and market value",1986,"American Economic Review","76","5",,"984","1001",,1639,,2-s2.0-0002286405
"Laursen K., Foss N.J.","7004965066;7005282199;","New human resource management practices, complementarities and the impact on innovation performance",2003,"Cambridge Journal of Economics","27","2",,"243","263",,432,,2-s2.0-0037351193
"Levina N., Xin M.","8779298100;24473734900;","Comparing IT workers' compensation across country contexts: Demographic, human capital, and institutional factors",2007,"Information Systems Research","18","2",,"193","210",,54,"10.1287/isre.1070.0121",2-s2.0-61349174685
"Lichtenberg F.R.","35230440400;","The output contributions of computer equipment and personnel: A firm-level analysis",1995,"Economics of Innovation and New Technology","3","3-4",,"201","218",,251,"10.1080/10438599500000003",2-s2.0-0000367264
"Manyika J., Chui M., Brown B., Bughin J., Dobbs R., Roxburgh C., Byers A.H.","","Big data: The next frontier for innovation, competition, and productivity",2011,"Big Data: The Next Frontier for Innovation, Competition, and Productivity",,,,"","",,2520,,2-s2.0-81055138684
"Melville N., Kraemer K., Gurbaxani V.","14060692200;7101966746;6602803885;","Review: Information technology and organizational performance: An integrative model of it business value",2004,"MIS Quarterly: Management Information Systems","28","2",,"283","322",,1816,,2-s2.0-9744284230
"Mendelson H.","7003477123;","Organizational architecture and success in the information technology industry",2000,"Management Science","46","4",,"513","529",,120,"10.1287/mnsc.46.4.513.12060",2-s2.0-0033728571
"Milgrom P., Roberts J.","","The economics of modern manufacturing: Technology, strategy, and organization",1990,"American Economic Review","80","3",,"511","528",,1373,,2-s2.0-0002335404
"Milgrom P., Roberts J.","","Complementarities and systems: Understanding Japanese economic organization",1994,"Estudios Economicos","9","1",,"3","42",,69,,2-s2.0-0003077523
"Mohnen P., Röller L.-H.","6602639178;7005720320;","Complementarities in innovation policy",2005,"European Economic Review","49","6",,"1431","1450",,252,"10.1016/j.euroecorev.2003.12.003",2-s2.0-13444261021
"Porter M.E., Stern S.","7201468200;36187349000;","Innovation: Location Matters",2001,"MIT Sloan Management Review","42","4",,"28","36",,344,,2-s2.0-0002348240
"Provost F., Fawcett T.","7004026629;7006446454;","Data Science and its Relationship to Big Data and Data-Driven Decision Making",2013,"Big Data","1","1",,"51","59",,307,"10.1089/big.2013.1508",2-s2.0-84991818987
"Provost F., Kolluri V.","7004026629;6602578667;","A survey of methods for scaling up inductive algorithms",1999,"Data Mining and Knowledge Discovery","3","2",,"131","169",,175,"10.1023/A:1009876119989",2-s2.0-0141771188
"Rooney B.","","Big Data's Big Problem: Little Talent",2012,"Wall Street Journal",,,,"","",,6,,2-s2.0-84886465347
"Saxenian A.","",[No title available],1994,"Regional Advantage: Culture and Competition in Silicon Valley and Route 128",,,,"","",,4551,,2-s2.0-0003844598
"Schaal D.","","Orbitz CEO plans to revolutionize hotel sort-Holy Hadoop",2011,"Tnooz",,,,"","",,1,,2-s2.0-84902276661
"Tambe P., Hitt L.M.","20436737300;6603842791;","The productivity of information technology investments: New evidence from IT labor data",2012,"Information Systems Research","23","3 PART 1",,"599","617",,82,"10.1287/isre.1110.0398",2-s2.0-84861370048
"Tambe P., Hitt L.M.","20436737300;6603842791;","Job hopping, information technology spillovers, and productivity growth",2014,"Management Science","60","2",,"338","355",,39,"10.1287/mnsc.2013.1764",2-s2.0-84894334839
"Tambe P., Hitt L.M., Brynjolfsson E.","20436737300;6603842791;6603955274;","The extroverted firm: How external information practices affect innovation and productivity",2012,"Management Science","58","5",,"843","859",,93,"10.1287/mnsc.1110.1446",2-s2.0-84861373077
"Thibodeau P.","","Grad schools add big-data degrees",2012,"Computerworld",,,,"","",,1,,2-s2.0-84902268779
"Thier D.","","An estimated 83 million Facebook profiles are fake",2012,"Forbes",,,,"","",,2,,2-s2.0-84902294918
